1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	0.1750000000	
